productid,productname,manufacturerid,composition,listprice,gender,category,color,description
767,mariner charcoal vintage canvas slip-on deck shoes,684,Canvas Upper and Rubber Sole,65,M,sneakers,Charcoal,"Canvas upper. Clean toe adds an elegant flare to the contemporary design. Exclusive SUPRAFOAM® midsole provides the entire foot with impact resistance, optimal shoe flex, and board feel. Herringbone pattern for superior grip. Low top design. Soft SUPRAFOA"
768,marvelz t-back sandal,691,Man-Made Materials,59,F,sandals,"Light Blue,Purple","Comfortable textile upper with crystal and jewel embellishments. Durable rubber sole. Soft, lightly padded footbed with like-tone stitching and trim. Strap and metal buckle closure at side of ankle"
769,marvin low profile sneaker,664,Man-made materials,10.99,M,sneakers,Black,Embossed logo on heel. Embroidered logo on tongue. Low top casual style. Self tie lace closure. Smooth synthetic leather exterior. Textured sole for  traction
772,matteo shoes,389,Man-made materials,15.99,M,casual shoes,Black,1 inch heel. Classic lace up design. Cushioned insole. Rubber sole for traction. Synthetic leather upper with tone on tone stitching throughout
773,matterhorn boots,116,"Leather Upper, Textile Insole, Rubber Sole",83.99,M,boots,Black,Contrast stitching throughout with reinforced toe and heel caps. Contrasting rubber sole with ridges for all-terrain traction. Contrasting speckled rubber sole with ridges for all-terrain traction. Hi top design. Lace-up closure. Leather and suede upper. 
775,mckinley boots,116,"Leather and Textile Upper, Textile Insole and Rubber Sole",60.99,M,boots,Black,Cushioned footbed for a comfortable fit. Mesh tongue with logo applique. Padded collar for secure fit and comfort. Pieced suede and mesh upper. Rubber cupsole with lugs for all-terrain traction. Self-tie lace closure with metal hardware and waxed rope lac
777,meant to be fringe suede sandal,985,Leather and Man Made Materials,33.99,F,sandals,Beige,Leather upper with fringe and stud details. Print design on insole. Round toe. Signature logo design on underside of shoe. Synthetic sole. Zipper closure on heel
780,mega softcell hi,514,Leather,100,M,sneakers,Black,Durable rubber sole. Mega Soft Cell in the heel for a smooth ride. Molded sockliner for comfort. Technical mesh and synthetic upper for light weight and great looks. Textile lining for comfort
787,melissa ballet flat w/bow toe metal hit,691,Man-Made Materials,19.99,F,flats,Black,Faux leather upper. Faux patent leather upper. Lightly padded lining and footbed. Metal toe cap with bow accent. Metal toe cap with shiny bow accent. Rubber sole. Slip on design. US sizing
788,mesa boot,691,Man-Made Materials,19.99,F,boots,Black,"1"" heel. Above-ankle shaft length with metal buckle closure straps at top and instep. Above-ankle shaft length with metal buckle=closure straps at top and instep. Distressed toe and heel. Loop-tab at back with zipper closure on inside of boot. Pieced synt"
790,metallic wooden wedge,691,Man-Made Materials,32.99,F,wedges,Multi,5-inch wooden wedge with 1.5-inch platform. Almond shaped open toe. Criss cross strappy detail. Faux leather upper. Man-made sole. Metallic criss cross strappy detail. Slightly padded footbed. US sizing. Zipper at back
795,mid top sneaker,925,Genuine leather and man-made materials,23.99,F,sneakers,Black,Ed Hardy signature on heel and tongue. High top design. Leather upper. Rubber sole. Self tie lace closure. Stitch design
796,midnight vixin peep toe pump,691,Man-made materials,24.99,F,heels,Black,"4"" heel. Peep toe design. Rubber outsole for grip. Slip on style. Synthetic leather upper. Zipper and buckle details"
797,midtop sneaker,980,Man-made materials,21.99,M,sneakers,Black,Faux leather upper. Lace up closure. Logo on tongue. Mid top style. Pieced Construction. Rubber sole for traction. US Sizing
798,milano 2 xvi sneaker,164,Leather and Man Made Materials,42.99,M,sneakers,Black,Leather upper. Low top design. Perforations throughout. Pieced construction. Rubber Sole. Self tie lace closure. Signature logo on tongue and heel. US sizing
799,milano hi sneaker,164,Leather Upper and Rubber Sole,56.99,M,sneakers,Black,High top design. Leather upper. Pieced construction. Rubber Sole. Self tie lace closure. Signature logo on tongue and heel. US sizing
800,milano sneaker,164,Leather Upper and Rubber Sole,41.99,M,sneakers,Black,Leather upper. Low top design. Pieced construction. Rubber Sole. Self tie lace closure. Signature logo on tongue and heel. US sizing
801,military lace up boot,691,LEATHER UPPER/ RUBBER SOLE ,30.99,F,boots,Black,Cushioned insole. Durable rubber sole for traction. Embroidered brand logo on side. Glossy look. Lace up and zipper enclosure. Multi-colored eyelets. Pieced constructed. Pull loop on back. Self-tie lace up. Synthetic upper. Tone on tone stitch
802,military laceup boot,389,Man Made Materials,29.99,F,boots,Black,1 inch heel. Buckle across top. Mid calf boots. Padded footbed. Zipper closure with lace up detail
803,military strap lace up boot w/studs,691,"Synthetic and Textile Upper, Textile Insole, Rubber Sole",51.99,F,boots,Black,1 inch heel. Adjustable straps with stud and buckle detail. Cushioned insole with arch support. Rubber outsole. Synthetic upper. Zipper and lace up enclosure
804,milltown,781,"Leather, textile and man made materials",35.99,F,sneakers,Black,Durable cupsole rubber bottom for comfort. Hi- Top fashion sneaker with graphic print textile on collar. Hi-top fashion sneaker with graphic print textile on collar. Internal EVA midsole offers a cushioned ride. Textile lining. Thick elastic strap across 
805,milltown hi,781,"Leather, textile and man made materials",23.99,M,sneakers,Off White,Durable cupsole rubber bottom for comfort. Hi- Top fashion sneaker with graphic print textile on collar. Internal EVA midsole offers a cushioned ride. Textile lining. Thick elastic strap across vamp. Trick double tongue that allows the strap to be worn in
806,mini wedge sandal,389,Man-Made Materials,16.99,F,wedges,Black,"2.5"" wedged heel. Ankle strap adjustment. Criss cross straps in front. Faux leather upper. Open toe. Padded footbed. US sizing"
807,mirabelle boot,691,All man made materials,35.99,F,boots,Black,All-over studded detail. Buckle detail at ankle. Cushioned flannel insole. Pull on style. Rounded toe. Rubber outsole with 1.5 inch heel. Synthetic upper
808,mirah boot,691,All man made materials,30.99,F,boots,Black,Adjustable strap enclosure at ankle. Cushioned insole with flannel design. Pieced constructed. Pull on style. Rubber outsole with 1 inch heel. Synthetic upper
816,morrison pump w/studs,691,Man-Made Materials,89,F,heels,Pink,2 1/2 inch platform. 6 1/2 inch heel. Buckle closure. Cut out platform and heel. Metallic toned heel. Suede upper with rivets
817,mosaic printed platform wedge,521,Man-made materials,23.99,F,heels,Red,"6"" Wedge heel with 2"" elevated platform toe. All-over mosaic print. Rounded closed toe. Synthetic upper"
822,mud guard hightop sneaker,512,Man-made materials,33.99,M,sneakers,Black,Classic high top design. Embossed logo. Full lace up closure. Padded insole for comfort. Rubber sole. Synthetic upper
809,mith sneakers,276,Canvas Upper and Rubber Sole,31.99,M,sneakers,Black,Breathable textile lining and a textile-covered EVA insole. Canvas upper with a minimalistic branded logo at the tongue and side. Low top style. Self tie lace closure with metal eyelets. Vulcanized rubber sole
810,modern mid sneaker,885,"Synthetic Upper, Textile Insole, Rubber Sole",65,M,sneakers,"Animal Print,White",Clean mid top silhouette. Non-marking rubber sole. Rubber logo appliques on side and top of tongue. Self-tie lace closure with metal eyelets and waxed flat laces. Synthetic smooth snakeskin upper with synthetic snakeskin heel panel
811,monaco 2 hightop sneaker,970,"Synthetic Upper, Textile Insole, Rubber Sole",59.99,M,sneakers,Black,Coogi applique on outer. Eyelets on side. Full lace up closure. High abrasion rubber outsole. High top design. Leather exterior. Perforated detailing on upper. Synthetic leather exterior. Velcro strap across tongue. Woven detailing on upper
812,monaco hi,970,Leather and Man Made Materials,52.99,M,sneakers,Black,Coogi applique on outer. Full lace up closure. High abrasion rubber outsole. High top design. Leather exterior. Perforated detailing on upper. Velcro strap across tongue. Zipper on side
813,monarque strap hi sneakers,970,Leather and man made materials,49.99,M,sneakers,Black,Coogi applique on outer. Extra wide velcro strap across tongue. Full lace up closure. High abrasion rubber outsole. High top design. Leather exterior. Perforated detailing on upper. Strap detail at back
814,monster unicorn platform sneaker,209,"Textile Upper, Textile Insole, Rubber Sole",38.99,F,sneakers,Purple,"2"" rubber platform sole. Contrast stitch. Design of unicorn on side panels. Lace up style. Metallic embroidered logo on tongue. Padded collar and tongue with soft textile sock liner. Pieced textile upper"
815,moon walker sneakers,116,Leather Upper and Rubber Sole,110,M,sneakers,Black,Adjustable velcro strap across padded ankle. Contrast flat rubber sole. Genuine leather exterior. Lace up closure; 2-laces included to mix and match. Leather exterior with patent leather trim. Perforation detail throughout
818,moss canvas sneaker,521,Canvas Upper and Rubber Sole,33.99,F,sneakers,Black,Canvas upper. Classic high top profile. Embroidered lurex Apple Bottoms logo on tongue. Logo embossed strap across side of shaft. Self-tie lace closure with metal eyelets. Vulcanized rubber sole with striped smooth foxing and printed logo at back
819,mostro perf ext wns sneakers,959,Leather Upper and Rubber Sole,72.99,F,sneakers,Black,Cushy midsole with carbon-fiber insert provide added support. Elastic zig-zag strap with hook-and-loop closure on medial side for a secure fit and feel. Lightly padded collar and tongue. Molded-rubber outsole with round grooves for traction and a unique l
820,mountain escape ek boots,240,"Leather and Textile Upper, Textile Insole and Rubber Sole",60.99,M,boots,Brown,"5"" shaft. Grooved sole. High top design. Oversized exposed seam trim. Self tie closure, with two sets of laces included. Smooth genuine leather exterior"
821,moustache loafer,209,Man-Made Materials,53.99,M,casual shoes,Black,A metallic gold 'stache adorns the toe. Lightly padded footbed. Plush black faux velvet with textured leatherette trim upper. Rubber sole
823,mudguard boot,450,Textile and Leather,138,M,boots,Black,Flexible footbed for ideal agility while extreme hiking. Leather and Rubber upper. Reinforced tab at heel for easy slip-on ability. Shearling faux fur membrane ensuring optimal warmth. Waterproof membrane lining ensuring
824,must be bow wedge,985,Man-Made Materials,56.99,F,wedges,"Brown,Orange","5.5"" wedge heel with 1"" platform. Ankle strap adjustment. Bow and stud accents. Pieced synthetic suede construction. Rubber sole for traction. Signature logo design on underside of shoe. Stylish open-toe wedge shoe"
825,nabi fleece trim boot w/ faux interior fur lining,521,All man made materials,36.99,F,boots,Black,Faux interior fur lining. Lace-up design at top. Reinforced rubber toe and heel. Rhinestone embellished buckle across forefoot. Zipper closure
826,nadia quilted lace up boot,521,Man-made materials,14.99,F,boots,Beige,Faux interior fur lining. Lace-up design with  strap across footbed. Pieced detail with faux leather material. Reinforced rubber toe and heel. Rhinestone embellished buckle. Roll-down top option
827,nadia short lace up boot w/ faux interior fur lining,521,Man-made materials,34.99,F,boots,,Faux interior fur lining. Lace-up design with  strap across footbed. Pieced detail with faux leather material. Reinforced rubber toe and heel. Rhinestone embellished buckle. Roll-down top option
828,naema wedge w/ankle strap heart detail,691,Man-made materials,18.99,F,wedges,Black,"2"" elevated front. 6"" wedged heel. Adjustable ankle strap with hanging heart pendant. Round toe. Rubber sole for traction. Synthetic suede upper. US Sizing"
829,nailla striped canvas sneaker,521,Man Made Materials,45,F,sneakers,Pink,Durable rubber sole. High top foldable button design. Metal  eyelids. Signature logo on sole. Strap and signature Apple buckle on back
830,namari boot w/faux fur,521,All Man Made Materials,10.99,F,boots,Black,Faux fur on upper with  strap and buckle across foot bed. Faux interior fur lining. Pieced detail with faux leather material. Rhinestone embellished buckle
831,nanda boot,521,All Man Made Materials,21.99,F,boots,Black,Faux interior fur lining. Lace-up design with  strap and buckle across top. Reinforced rubber toe and heel. Rhinestone embellished buckle. Zipper closure
832,napa boot,521,Man-Made Materials,18.99,F,boots,Black,Faux interior fur lining. Lace-up design with  strap and buckle across foot bed. Pieced construction with sequined upper and fold over top. Pieced detail with faux leather material at back. Reinforced rubber toe and heel. Rhinestone embellished buckle. Ro
